Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
242,23.3263,195.6266,78.8508,-1.555,-2.645,-8.075,7.516,14.285,28.214,2.677,-3.428,-0.986,0.487,-5.246,-7.563,8.273,9.201,15.0,5.731,0.488,15.973,-23.673,24.948,-64.057,95.711,-8.655,0.0,5.026,-17.534,-16.305,38.581,74.191,0.0,-55.89,0.0
243,23.3647,195.4077,78.8364,-1.674,-2.808,-7.711,7.451,14.632,27.814,3.067,-4.211,-1.059,0.904,-4.972,-7.613,8.361,1.02,15.0,5.855,0.707,15.867,-23.84,24.318,21.887,100.277,-8.848,0.0,4.899,-17.114,-16.935,37.789,74.474,0.0,-55.733,0.0
244,23.4136,195.1991,78.8262,-1.813,-2.984,-7.31,7.414,14.996,27.524,3.483,-9.706,-1.122,1.352,-4.731,-7.951,8.397,-8.254,15.0,5.895,0.975,15.727,-23.799,23.712,64.057,104.339,-9.031,0.0,4.765,-16.585,-17.569,36.681,75.078,0.0,-55.469,0.0
245,23.4716,195.0077,78.8177,-1.92,-3.044,-6.898,7.42,15.302,27.142,3.644,-9.053,-1.163,1.847,-4.518,-8.43,8.142,-8.92,15.0,5.759,1.248,15.624,-22.939,23.394,150.0,103.934,-9.201,0.0,4.632,-16.191,-18.365,37.138,75.439,0.0,-55.172,0.0
246,23.5349,194.836,78.8103,-2.005,-3.162,-6.491,7.493,15.533,26.747,3.753,-8.501,-1.192,2.384,-4.353,-8.945,7.735,-5.392,15.0,5.839,1.537,15.442,-23.583,22.448,86.08,109.717,-9.353,0.0,4.517,-15.425,-19.189,36.43,75.374,0.0,-54.889,0.0
247,23.5989,194.6818,78.8034,-2.069,-3.362,-6.126,7.642,15.661,26.319,3.74,-5.713,-1.237,2.94,-4.249,-9.459,7.361,-2.973,15.0,5.558,1.787,15.413,-21.791,23.475,46.27,96.799,-9.478,0.0,4.423,-15.059,-19.989,37.015,75.348,0.0,-54.636,0.0
248,23.6622,194.5467,78.7986,-2.094,-3.656,-5.837,7.806,15.677,25.734,3.807,-4.177,-1.347,3.466,-4.146,-9.722,7.0,1.506,15.0,5.298,2.006,15.402,-19.966,23.443,-3.803,84.692,-9.569,0.0,4.348,-14.718,-20.812,37.998,75.098,0.0,-54.39,0.0
249,23.7241,194.4351,78.7972,-2.074,-3.898,-5.626,7.952,15.603,25.032,4.079,-6.118,-1.568,3.978,-4.084,-9.915,6.792,1.55,15.0,4.977,2.198,15.458,-17.712,23.504,-45.453,73.124,-9.616,0.0,4.296,-14.438,-21.498,38.357,74.819,0.0,-54.135,0.0
250,23.7835,194.3505,78.7979,-2.03,-4.089,-5.456,8.026,15.417,24.126,4.187,0.495,-1.893,4.43,-4.072,-10.058,6.578,2.579,15.0,4.63,2.347,15.531,-15.017,23.703,-53.651,55.983,-9.61,0.0,4.267,-14.267,-22.135,39.289,74.478,0.0,-53.811,0.0
251,23.8399,194.2981,78.7994,-1.974,-4.225,-5.29,8.003,15.151,23.074,4.598,-1.059,-2.282,4.8,-4.094,-10.127,6.637,-4.812,15.0,4.439,2.479,15.552,-13.556,22.823,-64.055,53.453,-9.551,0.0,4.263,-13.874,-22.544,38.201,74.145,0.0,-53.344,0.0
252,23.894,194.2754,78.8016,-1.903,-4.336,-5.124,7.919,14.824,21.89,5.052,-5.059,-2.674,5.109,-4.159,-10.224,6.596,-8.519,15.0,4.44,2.613,15.492,-13.418,20.772,-65.205,64.716,-9.456,0.0,4.283,-13.337,-22.955,37.569,73.725,0.0,-52.709,0.0
253,23.9453,194.2797,78.8033,-1.828,-4.44,-4.967,7.848,14.463,20.678,5.209,-3.068,-3.0,5.386,-4.283,-10.456,6.435,-7.606,15.0,4.449,2.763,15.448,-13.105,19.331,-92.85,73.608,-9.344,0.0,4.326,-12.82,-23.278,37.093,73.375,0.0,-51.922,0.0
254,23.9937,194.3081,78.8028,-1.771,-4.536,-4.811,7.813,14.108,19.585,5.31,-4.565,-3.219,5.625,-4.431,-10.712,6.245,-5.343,15.0,4.8,2.951,15.276,-15.048,17.073,-150.0,93.524,-9.228,0.0,4.392,-11.953,-23.57,35.904,72.931,0.0,-51.024,0.0
255,24.0393,194.3648,78.799,-1.731,-4.608,-4.681,7.825,13.789,18.718,5.097,-0.667,-3.331,5.816,-4.597,-10.977,6.105,-3.702,15.0,5.106,3.155,15.119,-16.868,14.879,-64.057,114.008,-9.112,0.0,4.48,-11.181,-23.779,34.873,72.641,0.0,-50.057,0.0
256,24.0813,194.4528,78.7918,-1.701,-4.638,-4.545,7.826,13.51,18.013,4.885,1.381,-3.376,5.928,-4.728,-11.057,6.104,-3.763,15.0,5.058,3.324,15.089,-16.571,13.951,21.887,114.336,-8.999,0.0,4.586,-10.815,-23.858,34.086,72.54,0.0,-49.102,0.0
257,24.1184,194.56,78.7822,-1.675,-4.633,-4.35,7.811,13.275,17.518,4.688,2.536,-3.389,5.995,-4.897,-11.232,6.18,-5.121,15.0,4.889,3.491,15.074,-16.016,13.62,107.831,110.742,-8.884,0.0,4.706,-10.7,-23.98,34.664,72.65,0.0,-48.264,0.0
258,24.1488,194.6744,78.7719,-1.646,-4.626,-4.116,7.805,13.057,17.179,4.545,1.046,-3.365,6.035,-5.096,-11.444,6.406,-10.242,15.0,4.547,3.637,15.136,-14.85,13.993,57.125,101.122,-8.766,0.0,4.836,-10.748,-23.896,33.879,72.903,0.0,-47.588,0.0
259,24.174,194.7852,78.7634,-1.607,-4.627,-3.87,7.833,12.818,16.882,4.211,4.965,-3.304,6.092,-5.319,-11.679,6.519,-10.936,15.0,4.452,3.797,15.194,-14.931,13.621,-28.819,99.232,-8.645,0.0,4.971,-9.968,-23.943,23.785,70.846,0.0,-47.108,0.0
260,24.1989,194.8887,78.7582,-1.54,-4.66,-3.626,7.914,12.581,16.7,3.974,4.689,-3.201,6.159,-5.562,-11.914,6.647,-11.556,15.0,4.149,3.901,15.124,-15.82,12.619,28.262,105.721,-8.527,0.0,5.106,-11.165,-23.617,39.458,75.105,0.0,-46.834,0.0
261,24.2269,194.9874,78.7556,-1.45,-4.732,-3.388,8.057,12.332,16.572,3.774,1.654,-3.072,6.261,-5.815,-12.158,6.544,-5.067,15.0,3.728,3.968,15.181,-15.703,13.041,92.334,98.945,-8.417,0.0,5.238,-12.198,-23.178,50.443,78.284,0.0,-46.738,0.0
262,24.2579,195.0826,78.7541,-1.355,-4.814,-3.179,8.235,12.091,16.504,3.689,-5.064,-2.952,6.373,-6.072,-12.404,6.467,0.378,15.0,3.404,4.001,15.261,-16.156,13.211,150.0,99.363,-8.317,0.0,5.363,-12.848,-22.672,56.749,80.236,0.0,-46.759,0.0
263,24.2921,195.1723,78.7529,-1.266,-4.873,-3.027,8.418,11.873,16.474,3.468,-5.09,-2.877,6.46,-6.273,-12.444,6.526,2.306,15.0,3.334,4.014,15.277,-17.445,12.798,64.057,103.69,-8.23,0.0,5.478,-13.058,-22.257,59.869,80.955,0.0,-46.828,0.0
264,24.3292,195.2527,78.751,-1.198,-4.925,-2.949,8.571,11.696,16.464,3.554,-12.018,-2.866,6.564,-6.432,-12.42,6.386,9.004,15.0,3.102,3.964,15.42,-17.234,13.711,-21.887,95.992,-8.159,0.0,5.58,-13.168,-21.764,58.705,80.468,0.0,-46.894,0.0
265,24.3665,195.3231,78.7479,-1.143,-4.992,-2.939,8.726,11.548,16.448,3.384,-8.67,-2.911,6.652,-6.56,-12.358,6.482,7.986,15.0,3.063,3.898,15.53,-17.83,14.012,32.945,98.513,-8.106,0.0,5.667,-12.845,-21.352,53.485,78.641,0.0,-46.957,0.0
266,24.4028,195.3854,78.7438,-1.099,-5.077,-2.98,8.85,11.479,16.571,3.534,-11.778,-2.992,6.722,-6.669,-12.302,6.726,2.82,15.0,3.185,3.829,15.646,-18.77,14.034,106.706,103.436,-8.068,0.0,5.738,-11.986,-20.844,41.815,75.458,0.0,-47.026,0.0
267,24.4386,195.441,78.739,-1.069,-5.174,-3.055,8.985,11.421,16.659,3.502,-8.407,-3.088,6.813,-6.734,-12.181,6.587,9.258,15.0,3.478,3.768,15.743,-20.026,13.698,146.352,110.665,-8.042,0.0,5.797,-10.678,-20.483,26.023,70.868,0.0,-47.112,0.0
268,24.4747,195.4903,78.7338,-1.05,-5.266,-3.156,9.136,11.389,16.81,3.537,-7.815,-3.174,6.863,-6.838,-12.229,6.821,4.977,15.0,3.547,3.674,15.701,-21.312,13.095,140.016,119.889,-8.024,0.0,5.846,-11.294,-19.805,35.369,72.426,0.0,-47.243,0.0
269,24.5116,195.5339,78.7289,-1.039,-5.339,-3.281,9.3,11.355,16.932,3.64,-11.252,-3.248,6.914,-6.92,-12.262,6.892,5.315,15.0,3.43,3.567,15.812,-20.956,14.136,124.82,114.413,-8.012,0.0,5.886,-11.439,-19.212,35.18,71.567,0.0,-47.441,0.0
270,24.55,195.5724,78.7245,-1.033,-5.393,-3.43,9.469,11.338,17.113,3.596,-10.44,-3.313,6.939,-6.98,-12.253,7.11,0.772,15.0,3.382,3.465,15.871,-21.041,14.578,126.52,115.257,-8.007,0.0,5.918,-11.523,-18.713,35.311,70.546,0.0,-47.714,0.0
271,24.59,195.6059,78.7203,-1.031,-5.442,-3.606,9.65,11.319,17.297,3.272,-1.602,-3.372,6.922,-6.975,-12.015,7.476,-7.872,15.0,3.434,3.375,15.867,-21.237,14.712,125.589,113.834,-8.008,0.0,5.943,-11.538,-18.34,36.076,69.4,0.0,-48.064,0.0
272,24.6308,195.6347,78.7163,-1.03,-5.482,-3.801,9.829,11.307,17.503,3.173,-0.96,-3.422,6.934,-6.953,-11.773,7.411,-5.031,15.0,3.4,3.277,15.891,-21.085,15.081,124.592,115.501,-8.014,0.0,5.962,-11.622,-17.972,36.537,68.246,0.0,-48.47,0.0
273,24.672,195.6594,78.7128,-1.031,-5.511,-4.008,10.015,11.287,17.68,2.778,9.015,-3.465,6.921,-6.913,-11.472,7.559,-8.626,15.0,3.429,3.18,15.874,-21.129,15.225,125.439,114.674,-8.024,0.0,5.977,-11.665,-17.675,37.014,67.073,0.0,-48.913,0.0
274,24.7132,195.6816,78.7096,-1.033,-5.531,-4.218,10.162,11.306,17.942,2.838,6.228,-3.502,6.891,-6.868,-11.165,7.691,-11.106,15.0,3.442,3.075,15.853,-21.136,15.345,127.424,113.663,-8.038,0.0,5.989,-11.76,-17.414,37.583,66.027,0.0,-49.365,0.0
275,24.7541,195.7016,78.7066,-1.035,-5.546,-4.421,10.308,11.307,18.137,2.843,4.133,-3.537,6.899,-6.806,-10.856,7.27,2.515,15.0,3.499,2.972,15.805,-21.586,14.95,113.433,119.143,-8.053,0.0,5.997,-11.856,-17.198,38.11,65.13,0.0,-49.803,0.0
276,24.7934,195.7181,78.7038,-1.041,-5.557,-4.613,10.435,11.306,18.291,3.023,-3.618,-3.571,6.895,-6.81,-10.78,7.365,-1.076,15.0,3.442,2.869,15.803,-21.13,15.464,125.072,114.569,-8.068,0.0,6.004,-12.112,-16.998,38.812,64.437,0.0,-50.223,0.0
277,24.83,195.7318,78.7013,-1.049,-5.562,-4.792,10.556,11.306,18.452,3.114,-8.744,-3.605,6.885,-6.788,-10.628,7.511,-6.513,15.0,3.236,2.762,15.855,-19.925,16.774,150.0,104.766,-8.084,0.0,6.009,-12.58,-16.831,39.926,64.003,0.0,-50.62,0.0
278,24.8638,195.7444,78.6991,-1.055,-5.561,-4.955,10.647,11.332,18.669,3.044,-6.248,-3.64,6.877,-6.773,-10.514,7.462,-5.353,15.0,2.999,2.665,15.921,-18.338,18.311,64.057,90.586,-8.098,0.0,6.013,-13.113,-16.714,41.113,63.764,0.0,-50.991,0.0
279,24.8953,195.7561,78.6971,-1.058,-5.556,-5.105,10.737,11.351,18.879,2.823,0.542,-3.674,6.854,-6.755,-10.384,7.471,-5.337,15.0,2.791,2.588,15.983,-16.703,19.853,-21.887,74.374,-8.111,0.0,6.017,-13.599,-16.62,41.797,63.615,0.0,-51.319,0.0
280,24.9247,195.7674,78.6954,-1.06,-5.548,-5.242,10.803,11.362,19.046,2.804,0.982,-3.71,6.832,-6.743,-10.264,7.339,-0.59,15.0,2.583,2.522,16.047,-15.091,21.349,-73.92,60.903,-8.121,0.0,6.023,-14.095,-16.589,42.615,63.618,0.0,-51.578,0.0
281,24.9526,195.78,78.694,-1.057,-5.539,-5.352,10.854,11.358,19.156,2.699,4.638,-3.745,6.795,-6.73,-10.119,7.425,-2.108,15.0,2.479,2.469,16.068,-14.066,22.26,-42.834,49.643,-8.127,0.0,6.032,-14.467,-16.61,43.219,63.684,0.0,-51.753,0.0
282,24.9793,195.7939,78.693,-1.05,-5.529,-5.445,10.89,11.34,19.209,2.708,4.569,-3.782,6.758,-6.724,-9.984,7.521,-3.594,15.0,2.439,2.425,16.071,-13.577,22.592,-32.069,46.395,-8.129,0.0,6.044,-14.742,-16.657,43.674,63.87,0.0,-51.834,0.0
283,25.0032,195.8088,78.6921,-1.04,-5.521,-5.513,10.916,11.314,19.232,2.72,4.211,-3.819,6.752,-6.721,-9.869,7.27,5.504,15.0,2.537,2.399,16.023,-14.026,21.922,-48.613,52.157,-8.125,0.0,6.059,-14.84,-16.736,43.862,64.162,0.0,-51.843,0.0
284,25.0225,195.8245,78.6913,-1.028,-5.519,-5.545,10.929,11.277,19.214,2.814,1.386,-3.854,6.766,-6.751,-9.854,7.529,-4.738,15.0,2.553,2.379,16.019,-13.934,21.812,-48.921,51.894,-8.117,0.0,6.078,-14.97,-16.801,44.023,64.514,0.0,-51.8,0.0
285,25.0381,195.841,78.6905,-1.013,-5.52,-5.548,10.943,11.243,19.222,2.755,3.407,-3.887,6.782,-6.784,-9.843,7.777,-13.95,15.0,2.571,2.374,16.02,-13.878,21.657,-49.378,51.755,-8.104,0.0,6.1,-15.064,-16.869,44.107,65.066,0.0,-51.707,0.0
286,25.0508,195.8587,78.6899,-0.995,-5.524,-5.527,10.929,11.217,19.23,2.83,2.784,-3.913,6.82,-6.832,-9.887,7.734,-13.634,15.0,2.573,2.38,16.034,-13.762,21.413,-49.161,51.675,-8.087,0.0,6.125,-15.123,-16.936,44.006,65.728,0.0,-51.569,0.0
287,25.0614,195.8775,78.6893,-0.974,-5.531,-5.484,10.922,11.177,19.211,2.875,1.962,-3.932,6.86,-6.885,-9.937,7.732,-14.459,15.0,2.577,2.401,16.055,-13.661,21.17,-49.134,51.456,-8.065,0.0,6.153,-15.134,-17.022,43.813,66.447,0.0,-51.38,0.0
288,25.0696,195.8977,78.689,-0.95,-5.539,-5.423,10.911,11.127,19.163,2.956,-0.401,-3.939,6.904,-6.944,-9.998,7.69,-13.705,15.0,2.58,2.432,16.079,-13.568,20.929,-49.187,51.149,-8.038,0.0,6.183,-15.092,-17.124,43.499,67.18,0.0,-51.135,0.0
289,25.0759,195.919,78.6889,-0.925,-5.545,-5.345,10.9,11.069,19.106,2.995,-1.873,-3.937,6.947,-7.007,-10.062,7.614,-11.598,15.0,2.576,2.466,16.106,-13.472,20.678,-49.088,50.856,-8.008,0.0,6.216,-15.004,-17.243,43.119,67.897,0.0,-50.834,0.0
290,25.0805,195.9415,78.6891,-0.898,-5.549,-5.252,10.882,11.002,19.02,3.049,-4.173,-3.927,6.988,-7.074,-10.133,7.501,-7.947,15.0,2.563,2.5,16.133,-13.397,20.464,-49.127,50.473,-7.975,0.0,6.251,-14.874,-17.378,42.702,68.578,0.0,-50.488,0.0
291,25.0834,195.9648,78.6895,-0.869,-5.548,-5.148,10.858,10.93,18.926,3.045,-4.869,-3.91,7.027,-7.144,-10.212,7.324,-2.066,15.0,2.529,2.53,16.159,-13.324,20.268,-49.067,50.086,-7.938,0.0,6.288,-14.723,-17.531,42.314,69.225,0.0,-50.128,0.0
292,25.0853,195.9886,78.6902,-0.839,-5.542,-5.035,10.825,10.85,18.808,2.99,-3.884,-3.887,7.065,-7.227,-10.334,7.392,-5.465,15.0,2.478,2.554,16.179,-13.267,20.092,-49.005,49.754,-7.899,0.0,6.326,-14.557,-17.706,42.019,69.821,0.0,-49.774,0.0
293,25.0868,196.0127,78.6911,-0.809,-5.53,-4.911,10.784,10.77,18.688,2.959,-3.855,-3.86,7.096,-7.308,-10.452,7.37,-5.471,15.0,2.408,2.572,16.197,-13.23,19.95,-48.995,49.415,-7.858,0.0,6.364,-14.383,-17.902,41.805,70.346,0.0,-49.436,0.0
294,25.0868,196.0364,78.6921,-0.78,-5.512,-4.783,10.736,10.69,18.564,2.929,-3.826,-3.831,7.122,-7.389,-10.573,7.35,-5.474,15.0,2.328,2.584,16.212,-13.217,19.837,-49.017,49.099,-7.817,0.0,6.401,-14.2,-18.118,41.669,70.785,0.0,-49.12,0.0
295,25.0836,196.059,78.6931,-0.751,-5.493,-4.662,10.685,10.614,18.442,2.9,-3.798,-3.802,7.142,-7.468,-10.693,7.334,-5.475,15.0,2.246,2.593,16.228,-13.231,19.751,-49.069,48.812,-7.777,0.0,6.436,-14.007,-18.351,41.584,71.132,0.0,-48.832,0.0
296,25.0778,196.0801,78.694,-0.724,-5.48,-4.54,10.633,10.542,18.328,2.874,-3.769,-3.774,7.156,-7.542,-10.805,7.322,-5.475,15.0,2.168,2.599,16.243,-13.267,19.692,-49.142,48.557,-7.739,0.0,6.469,-13.807,-18.586,41.52,71.401,0.0,-48.577,0.0
297,25.0718,196.0998,78.6949,-0.699,-5.463,-4.439,10.583,10.476,18.225,2.853,-3.744,-3.748,7.164,-7.609,-10.904,7.316,-5.473,15.0,2.1,2.602,16.259,-13.323,19.662,-49.227,48.339,-7.703,0.0,6.498,-13.602,-18.809,41.44,71.618,0.0,-48.359,0.0
298,25.0653,196.1181,78.6957,-0.678,-5.448,-4.353,10.539,10.419,18.139,2.836,-3.722,-3.725,7.165,-7.669,-10.986,7.316,-5.472,15.0,2.044,2.605,16.276,-13.392,19.66,-49.326,48.163,-7.671,0.0,6.524,-13.398,-19.007,41.325,71.804,0.0,-48.183,0.0
299,25.0575,196.1351,78.6963,-0.659,-5.437,-4.283,10.499,10.371,18.071,2.825,-3.705,-3.708,7.16,-7.72,-11.05,7.323,-5.474,15.0,2.0,2.608,16.294,-13.471,19.688,-49.443,48.037,-7.642,0.0,6.546,-13.205,-19.171,41.171,71.98,0.0,-48.057,0.0
300,25.0486,196.1508,78.6968,-0.644,-5.429,-4.233,10.465,10.331,18.021,2.821,-3.694,-3.695,7.148,-7.763,-11.094,7.335,-5.475,15.0,1.969,2.611,16.31,-13.556,19.741,-49.577,47.969,-7.618,0.0,6.564,-13.021,-19.301,40.989,72.15,0.0,-47.989,0.0
301,25.039,196.165,78.6974,-0.632,-5.422,-4.203,10.434,10.3,17.987,2.825,-3.687,-3.688,7.131,-7.797,-11.122,7.354,-5.478,15.0,1.946,2.611,16.328,-13.642,19.813,-49.715,47.966,-7.596,0.0,6.579,-12.858,-19.397,40.778,72.301,0.0,-47.986,0.0
302,25.0293,196.1773,78.6978,-0.623,-5.417,-4.185,10.411,10.274,17.963,2.813,-3.362,-3.686,7.103,-7.83,-11.154,7.472,-8.41,15.0,1.837,2.598,16.38,-13.185,20.504,-65.457,42.121,-7.579,0.0,6.59,-12.811,-19.44,40.667,72.465,0.0,-48.046,0.0
303,25.02,196.1874,78.6981,-0.617,-5.411,-4.18,10.382,10.265,17.968,2.846,-3.465,-3.687,7.083,-7.837,-11.119,7.361,-4.23,15.0,1.915,2.599,16.361,-13.673,20.145,-55.868,45.775,-7.567,0.0,6.597,-12.597,-19.493,40.378,72.495,0.0,-48.163,0.0
304,25.0114,196.1945,78.6983,-0.613,-5.408,-4.191,10.358,10.262,17.979,2.905,-4.261,-3.691,7.056,-7.839,-11.078,7.256,0.083,15.0,2.065,2.599,16.312,-14.716,19.156,-26.642,57.233,-7.559,0.0,6.6,-12.338,-19.534,40.01,72.464,0.0,-48.328,0.0
305,25.0039,196.1987,78.6983,-0.611,-5.405,-4.217,10.346,10.263,17.998,2.934,-4.399,-3.696,7.026,-7.834,-11.021,7.263,0.661,15.0,2.225,2.594,16.255,-16.032,17.851,15.874,73.821,-7.556,0.0,6.599,-12.097,-19.55,39.615,72.361,0.0,-48.526,0.0
306,24.9983,196.2009,78.6982,-0.612,-5.406,-4.256,10.357,10.268,18.043,2.925,-4.232,-3.702,7.005,-7.825,-10.973,7.055,8.31,15.0,2.452,2.598,16.169,-17.527,16.303,59.862,91.068,-7.557,0.0,6.596,-11.834,-19.587,39.479,72.142,0.0,-48.746,0.0
307,24.995,196.2021,78.6978,-0.614,-5.409,-4.312,10.35,10.293,18.114,3.166,-10.756,-3.71,6.978,-7.826,-10.96,7.051,9.392,15.0,2.653,2.599,16.081,-18.916,14.864,100.982,106.288,-7.562,0.0,6.59,-11.658,-19.603,39.591,72.051,0.0,-48.98,0.0
308,24.9934,196.2022,78.6974,-0.618,-5.413,-4.379,10.364,10.31,18.176,3.251,-13.133,-3.718,6.947,-7.822,-10.934,7.18,5.981,15.0,2.731,2.586,16.033,-19.786,13.982,132.273,118.376,-7.57,0.0,6.582,-11.652,-19.595,40.064,71.957,0.0,-49.229,0.0
309,24.993,196.2017,78.6967,-0.622,-5.417,-4.452,10.386,10.329,18.248,3.35,-16.19,-3.727,6.894,-7.811,-10.87,7.343,2.915,15.0,2.785,2.575,16.0,-20.177,13.612,143.396,120.0,-7.581,0.0,6.574,-11.647,-19.487,39.7,71.916,0.0,-49.484,0.0
310,24.9949,196.2008,78.696,-0.628,-5.417,-4.547,10.421,10.361,18.381,3.435,-19.185,-3.738,6.889,-7.799,-10.841,7.374,0.863,15.0,2.744,2.56,16.015,-19.731,14.177,126.67,114.38,-7.592,0.0,6.565,-11.726,-19.36,39.406,71.566,0.0,-49.73,0.0
311,24.9971,196.2002,78.6953,-0.634,-5.421,-4.634,10.455,10.396,18.524,3.542,-22.622,-3.751,6.885,-7.813,-10.906,7.332,1.57,15.0,2.766,2.544,16.003,-19.798,14.204,127.211,113.577,-7.604,0.0,6.556,-11.766,-19.253,39.292,71.172,0.0,-49.955,0.0
312,24.9979,196.2008,78.6944,-0.639,-5.43,-4.712,10.5,10.415,18.64,3.35,-16.229,-3.767,6.859,-7.631,-10.255,7.074,9.623,15.0,2.831,2.536,15.993,-19.858,14.168,125.358,112.681,-7.614,0.0,6.549,-11.708,-19.087,38.335,70.753,0.0,-50.153,0.0
313,24.9983,196.2032,78.6935,-0.644,-5.441,-4.787,10.531,10.406,18.585,3.154,-9.715,-3.785,6.854,-7.673,-10.397,7.297,1.986,15.0,2.81,2.503,15.984,-19.859,14.188,126.137,111.919,-7.622,0.0,6.544,-11.908,-19.06,39.614,70.425,0.0,-50.315,0.0
314,24.9982,196.2078,78.6926,-0.647,-5.454,-4.856,10.568,10.398,18.555,2.947,-2.763,-3.805,6.865,-7.715,-10.539,7.106,8.209,15.0,2.891,2.49,15.949,-19.946,14.088,121.138,110.813,-7.627,0.0,6.542,-12.003,-19.062,40.813,70.05,0.0,-50.439,0.0
315,24.9976,196.2149,78.6916,-0.649,-5.47,-4.918,10.579,10.397,18.543,2.971,-1.947,-3.828,6.857,-7.76,-10.655,7.227,5.14,15.0,2.883,2.461,15.944,-19.918,14.14,119.853,110.858,-7.629,0.0,6.543,-12.199,-19.027,41.969,69.886,0.0,-50.527,0.0
316,24.9967,196.2247,78.6906,-0.649,-5.486,-4.976,10.609,10.383,18.534,2.855,2.25,-3.853,6.835,-7.791,-10.696,7.426,0.205,15.0,2.854,2.422,15.951,-20.212,13.84,104.901,118.822,-7.627,0.0,6.548,-12.399,-18.974,42.824,69.702,0.0,-50.586,0.0
317,24.9959,196.2382,78.6896,-0.646,-5.503,-5.028,10.635,10.374,18.575,2.892,1.644,-3.88,6.799,-7.81,-10.665,7.578,-2.11,15.0,2.705,2.38,16.019,-19.317,14.862,133.231,109.476,-7.62,0.0,6.556,-12.648,-18.799,42.64,69.601,0.0,-50.619,0.0
318,24.9951,196.2559,78.6885,-0.641,-5.521,-5.074,10.666,10.377,18.703,3.006,-1.759,-3.908,6.807,-7.824,-10.625,7.574,-2.292,15.0,2.56,2.336,16.095,-18.599,15.704,150.0,103.854,-7.61,0.0,6.57,-12.867,-18.648,42.358,69.216,0.0,-50.625,0.0
319,24.9944,196.2769,78.6874,-0.633,-5.539,-5.114,10.698,10.371,18.838,3.124,-5.7,-3.938,6.788,-7.83,-10.513,7.677,-4.459,15.0,2.428,2.291,16.166,-18.102,16.319,150.0,101.433,-7.595,0.0,6.587,-13.068,-18.488,41.856,68.946,0.0,-50.608,0.0
320,24.9938,196.3009,78.6863,-0.621,-5.555,-5.148,10.726,10.352,18.95,3.06,-2.985,-3.969,6.757,-7.688,-9.841,7.605,-1.116,15.0,2.4,2.258,16.202,-17.942,16.475,150.0,100.474,-7.576,0.0,6.609,-13.136,-18.329,40.855,68.689,0.0,-50.57,0.0
321,24.9934,196.3284,78.6851,-0.607,-5.57,-5.177,10.727,10.307,18.908,3.122,-4.053,-4.0,6.77,-7.796,-10.054,7.883,-10.347,15.0,2.348,2.214,16.219,-17.938,16.416,150.0,102.927,-7.553,0.0,6.635,-13.375,-18.319,41.806,68.523,0.0,-50.512,0.0
322,24.9932,196.3591,78.684,-0.588,-5.583,-5.2,10.721,10.279,18.963,3.249,-6.094,-4.031,6.761,-7.848,-10.046,7.947,-12.115,15.0,2.501,2.197,16.172,-18.556,15.764,150.0,104.984,-7.525,0.0,6.665,-13.331,-18.307,41.674,68.262,0.0,-50.436,0.0
323,24.9938,196.3932,78.6831,-0.567,-5.594,-5.217,10.715,10.238,18.999,3.35,-7.759,-4.063,6.751,-7.905,-10.029,8.043,-14.83,15.0,2.688,2.174,16.106,-19.799,14.392,123.783,116.972,-7.493,0.0,6.7,-13.247,-18.321,41.52,68.04,0.0,-50.342,0.0
324,24.9955,196.431,78.6823,-0.544,-5.602,-5.225,10.706,10.186,19.018,3.418,-8.6,-4.094,6.744,-7.969,-10.013,8.081,-15.645,15.0,2.77,2.139,16.082,-20.392,13.72,108.099,120.0,-7.456,0.0,6.739,-13.26,-18.326,41.482,67.907,0.0,-50.229,0.0
325,24.9981,196.4724,78.6816,-0.517,-5.608,-5.22,10.693,10.122,19.024,3.455,-8.619,-4.126,6.739,-8.039,-9.997,8.062,-14.555,15.0,2.571,2.08,16.171,-19.017,15.213,150.0,104.564,-7.415,0.0,6.782,-13.551,-18.279,41.756,67.935,0.0,-50.104,0.0
326,24.9991,196.5178,78.681,-0.488,-5.61,-5.219,10.679,10.049,19.02,3.461,-7.818,-4.158,6.732,-8.114,-9.974,7.99,-11.562,15.0,2.366,2.014,16.267,-17.717,16.605,64.057,89.146,-7.369,0.0,6.829,-13.846,-18.247,42.062,68.007,0.0,-49.972,0.0
